Title,Year,IMDB Rating,IMDB Votes,Genre,Box Office,IMDB ID
Cirque du Freak: The Vampire's Assistant,2009,5.8,"48,203","Action, Adventure, Fantasy","$13,869,515",tt0450405
Shorts,2009,4.7,"8,045","Adventure, Comedy, Family","$20,919,166",tt1100119
Fantastic Mr. Fox,2009,7.9,"273,556","Animation, Adventure, Comedy","$21,002,919",tt0432283
Ninja Assassin,2009,6.3,"75,937","Action, Thriller","$38,122,883",tt1186367
Confessions of a Shopaholic,2009,5.8,"83,572","Comedy, Romance","$44,277,350",tt1093908
Julie & Julia,2009,7.0,"129,285","Biography, Drama, Romance","$94,125,426",tt1135503
He's Just Not That Into You,2009,6.4,"182,922","Comedy, Drama, Romance","$93,953,653",tt1001508
The Final Destination,2009,5.1,"115,603","Horror, Thriller","$66,477,700",tt1144884
The Proposal,2009,6.8,"363,598","Comedy, Drama, Romance","$163,958,031",tt1041829
"I Love You, Man",2009,7.0,"217,345","Comedy, Romance","$71,440,011",tt1155056
Solomon Kane,2009,6.1,"76,859","Action, Adventure, Fantasy",N/A,tt0970452
Aliens in the Attic,2009,5.4,"24,569","Adventure, Comedy, Family","$25,200,412",tt0775552
Mr. Nobody,2009,7.7,"247,093","Drama, Fantasy, Romance","$3,622",tt0485947
Street Fighter: The Legend of Chun-Li,2009,3.7,"25,435","Action, Crime, Fantasy","$8,742,261",tt0891592
The Boat That Rocked,2009,7.3,"116,336","Comedy, Drama, Music","$8,017,917",tt1131729
Gamer,2009,5.7,"140,082","Action, Sci-Fi, Thriller","$20,534,907",tt1034032
The International,2009,6.5,"100,382","Action, Crime, Drama","$25,450,527",tt0963178
