Title,Year,IMDB Rating,IMDB Votes,Genre,Box Office,IMDB ID,Budget,Revenue
Bride Flight,2008,7.0,"2,766","Drama, Romance","$501,360",tt1094241,"$6,400,000.00 ","$2,556,911.00 "
College,2008,4.6,"12,705",Comedy,"$4,694,636",tt0844671,"$7,000,000.00 ","$6,230,276.00 "
Stargate: The Ark of Truth,2008,7.4,"21,542","Action, Adventure, Drama, Fantasy, Sci-Fi",N/A,tt0942903,"$7,000,000.00 ","$8,900,000.00 "
Smart People,2008,6.1,"23,508","Comedy, Drama, Romance","$9,511,289",tt0858479,"$7,000,000.00 ","$10,569,964.00 "
Il Divo,2008,7.2,"19,084","Biography, Drama","$240,159",tt1023490,"$7,275,000.00 ","$11,260,366.00 "
The Wave,2008,7.6,"115,759","Drama, Thriller",N/A,tt1063669,"$7,500,000.00 ","$19,000,000.00 "
Mutant Chronicles,2008,5.2,"27,231","Action, Adventure, Mystery","$6,820",tt0490181,"$8,000,000.00 ","$2,033,165.00 "
Jodhaa Akbar,2008,7.5,"34,442","Action, Drama, History","$3,440,718",tt0449994,"$8,376,800.00 ","$13,000,000.00 "
Ong Bak 2,2008,6.2,"32,008",Action,"$102,458",tt0785035,"$8,500,000.00 ","$8,936,663.00 "
Star Wars: The Clone Wars,2008,5.9,"73,729","Animation, Action, Adventure","$35,161,554",tt1185834,"$8,500,000.00 ","$68,282,844.00 "
Nick and Norah's Infinite Playlist,2008,6.6,"95,512","Comedy, Drama, Music","$31,487,293",tt0981227,"$9,000,000.00 ","$32,973,937.00 "
The Strangers,2008,6.1,"146,743","Horror, Mystery, Thriller","$52,597,610",tt0482606,"$9,000,000.00 ","$82,391,145.00 "
Ghajini,2008,7.3,"67,259","Action, Drama, Mystery","$2,430,627",tt1166100,"$9,100,000.00 ","$76,000,000.00 "
The Lazarus Project,2008,6.0,"19,366","Drama, Mystery, Thriller",N/A,tt0464041,"$9,750,000.00 ","$558,000.00 "
Dostana,2008,6.4,"16,247","Comedy, Drama, Romance","$1,243,910",tt1185420,"$10,000,000.00 ","$20,000,000.00 "
Kung Fu Dunk,2008,4.8,"3,737","Action, Comedy, Sport",N/A,tt0848538,"$10,000,000.00 ","$22,896,728.00 "
Saw V,2008,5.8,"138,726","Horror, Thriller","$56,746,769",tt1132626,"$10,800,000.00 ","$113,857,533.00 "
It's Alive,2009,3.5,"2,970","Horror, Sci-Fi",N/A,tt1172060,"$11,000,000.00 ","$15,500,000.00 "
The Secret Life of Bees,2008,7.2,"28,110",Drama,"$37,770,162",tt0416212,"$11,000,000.00 ","$38,105,395.00 "
Welcome to the Sticks,2008,7.1,"45,164","Comedy, Romance",N/A,tt1064932,"$11,000,000.00 ","$53,191,886.00 "
Assassination of a High School President,2008,6.2,"16,384","Comedy, Crime, Mystery",N/A,tt1018818,"$11,500,000.00 ","$69,564.00 "
Nothing But the Truth,2008,7.1,"39,972","Crime, Drama, Mystery",N/A,tt1073241,"$11,500,000.00 ","$186,702.00 "
Ip Man,2008,8.0,"234,607","Action, Biography, Drama",N/A,tt1220719,"$11,715,578.00 ","$21,888,598.00 "
Two Lovers,2008,7.0,"43,738","Drama, Romance","$3,149,034",tt1103275,"$12,000,000.00 ","$3,148,182.00 "
The Secret of Moonacre,2008,6.0,"10,949","Adventure, Family, Fantasy",N/A,tt0396707,"$12,000,000.00 ","$7,070,330.00 "
Quarantine,2008,6.0,"77,855","Horror, Sci-Fi, Thriller","$31,691,811",tt1082868,"$12,000,000.00 ","$40,855,419.00 "
Harold & Kumar Escape from Guantanamo Bay,2008,6.5,"142,315","Adventure, Comedy","$38,108,728",tt0481536,"$12,000,000.00 ","$43,493,123.00 "
The Eye,2008,5.4,"56,444","Horror, Mystery","$31,418,697",tt0406759,"$12,000,000.00 ","$56,309,766.00 "
The Boy in the Striped Pajamas,2008,7.7,"248,505","Drama, War","$9,046,156",tt0914798,"$12,500,000.00 ","$20,416,563.00 "
Elegy,2008,6.7,"23,265","Drama, Romance","$3,581,642",tt0974554,"$13,000,000.00 ","$14,894,347.00 "
Singh Is King,2008,5.7,"16,133","Action, Comedy, Crime","$2,159,376",tt1146325,"$14,000,000.00 ","$25,000,000.00 "
"New York, I Love You",2008,6.2,"48,145","Comedy, Drama, Romance","$1,588,015",tt0808399,"$14,700,000.00 ","$8,049,666.00 "
The Yellow Handkerchief,2008,6.7,"8,884","Adventure, Drama, Romance","$318,623",tt0954990,"$15,000,000.00 ","$317,000.00 "
The Other Man,2008,5.4,"12,409","Drama, Mystery, Thriller","$149,528",tt0974613,"$15,000,000.00 ","$1,143,856.00 "
The Legend of Drona,2008,2.0,"2,710","Action, Adventure, Fantasy","$475,104",tt1060249,"$15,000,000.00 ","$3,250,000.00 "
The Midnight Meat Train,2008,6.0,"71,535","Horror, Mystery, Thriller","$83,361",tt0805570,"$15,000,000.00 ","$3,533,227.00 "
Transsiberian,2008,6.6,"54,938","Crime, Drama, Mystery","$2,206,405",tt0800241,"$15,000,000.00 ","$5,926,410.00 "
The Rocker,2008,6.2,"40,281","Comedy, Music","$6,409,528",tt1031969,"$15,000,000.00 ","$8,762,890.00 "
Hipsters,2008,7.1,"5,243","Drama, Musical, Romance",N/A,tt1239426,"$15,000,000.00 ","$16,810,383.00 "
In Bruges,2008,7.9,"464,850","Comedy, Crime, Drama","$7,800,824",tt0780536,"$15,000,000.00 ","$34,533,783.00 "
The Hurt Locker,2008,7.5,"475,909","Drama, Thriller, War","$17,017,811",tt0887912,"$15,000,000.00 ","$42,000,000.00 "
Vicky Cristina Barcelona,2008,7.1,"270,089","Comedy, Drama, Romance","$23,216,709",tt0497465,"$15,000,000.00 ","$96,408,652.00 "
Slumdog Millionaire,2008,8.0,"880,764","Crime, Drama, Romance","$141,319,928",tt1010048,"$15,000,000.00 ","$377,910,544.00 "
The Women,2008,5.0,"23,208","Comedy, Drama","$26,902,075",tt0430770,"$16,000,000.00 ","$50,007,546.00 "
The Red Baron,2008,6.3,"13,199","Action, Adventure, Biography","$37,189",tt0365675,"$18,000,000.00 ","$40,239.00 "
The Informers,2008,4.9,"17,497","Crime, Drama, Thriller","$300,000",tt0865554,"$18,000,000.00 ","$382,174.00 "
RocknRolla,2008,7.2,"265,941","Action, Crime, Thriller","$5,700,626",tt1032755,"$18,000,000.00 ","$25,739,015.00 "
Sex Drive,2008,6.5,"92,019","Comedy, Romance","$8,402,485",tt1135985,"$19,000,000.00 ","$18,755,936.00 "
Paris,2008,6.8,"12,849","Comedy, Drama, Romance","$1,010,194",tt0869994,"$19,000,000.00 ","$23,550,000.00 "
Love Story 2050,2008,2.6,"2,625","Action, Adventure, Drama",N/A,tt0490170,"$20,000,000.00 ","$5,000,000.00 "
The Brothers Bloom,2008,6.7,"52,681","Action, Adventure, Comedy","$3,531,756",tt0844286,"$20,000,000.00 ","$5,530,764.00 "
An American Carol,2008,4.0,"10,121","Comedy, Fantasy","$7,013,191",tt1190617,"$20,000,000.00 ","$7,000,000.00 "
Brideshead Revisited,2008,6.6,"13,719","Drama, Romance","$6,432,256",tt0412536,"$20,000,000.00 ","$13,204,291.00 "
Appaloosa,2008,6.7,"65,003","Action, Crime, Drama","$20,211,394",tt0800308,"$20,000,000.00 ","$20,211,394.00 "
Wild Child,2008,6.1,"64,450",Comedy,N/A,tt1024255,"$20,000,000.00 ","$21,972,336.00 "
Lakeview Terrace,2008,6.2,"55,706","Crime, Drama, Thriller","$39,263,506",tt0947802,"$20,000,000.00 ","$27,640,028.00 "
20th Century Boys 1: Beginning of the End,2008,6.6,"2,773","Adventure, Fantasy, Mystery",N/A,tt1155705,"$20,000,000.00 ","$31,244,858.00 "
My Best Friend's Girl,2008,5.8,"46,526","Comedy, Romance","$19,219,250",tt1046163,"$20,000,000.00 ","$36,620,508.00 "
Never Back Down,2008,6.5,"106,842","Action, Drama, Sport","$24,850,922",tt1023111,"$20,000,000.00 ","$41,627,431.00 "
Doubt,2008,7.5,"136,458","Drama, Mystery","$33,446,470",tt0918927,"$20,000,000.00 ","$50,907,234.00 "
Milk,2008,7.5,"180,239","Biography, Drama, History","$31,841,299",tt1013753,"$20,000,000.00 ","$54,586,584.00 "
The Bank Job,2008,7.2,"189,936","Crime, Drama, Thriller","$30,060,660",tt0200465,"$20,000,000.00 ","$64,822,796.00 "
Street Kings,2008,6.8,"121,409","Action, Crime, Thriller","$26,418,667",tt0421073,"$20,000,000.00 ","$65,569,869.00 "
Beverly Hills Chihuahua,2008,3.9,"26,009","Adventure, Comedy, Drama","$94,514,402",tt1014775,"$20,000,000.00 ","$149,281,606.00 "
Punisher: War Zone,2008,5.9,"67,482","Action, Crime, Drama","$8,050,977",tt0450314,"$20,500,000.00 ","$10,089,373.00 "
Swing Vote,2008,6.1,"19,456","Comedy, Drama","$16,289,867",tt1027862,"$21,000,000.00 ","$17,600,000.00 "
Traitor,2008,6.9,"59,253","Action, Crime, Drama","$23,530,831",tt0988047,"$22,000,000.00 ","$23,530,831.00 "
Step Up 2: The Streets,2008,6.2,"91,307","Drama, Music, Romance","$58,017,783",tt1023481,"$23,000,000.00 ","$150,816,700.00 "
Zack and Miri Make a Porno,2008,6.5,"182,719","Comedy, Romance","$31,457,946",tt1007028,"$24,000,000.00 ","$42,105,111.00 "
Passengers,2008,5.8,"39,408","Mystery, Romance, Thriller","$292,437",tt0449487,"$25,000,000.00 ","$2,000,000.00 "
What Just Happened,2008,5.6,"28,602","Comedy, Drama","$1,090,947",tt0486674,"$25,000,000.00 ","$6,673,422.00 "
Stop-Loss,2008,6.4,"20,923","Drama, War","$10,915,744",tt0489281,"$25,000,000.00 ","$11,207,130.00 "
Disaster Movie,2008,1.9,"94,741","Comedy, Sci-Fi","$14,190,901",tt1213644,"$25,000,000.00 ","$14,109,284.00 "
Deception,2008,6.0,"40,941","Crime, Drama, Mystery","$4,598,506",tt0800240,"$25,000,000.00 ","$17,741,298.00 "
Blindness,2008,6.5,"75,410","Drama, Mystery, Thriller","$3,351,751",tt0861689,"$25,000,000.00 ","$19,844,979.00 "
Igor,2008,5.9,"24,386","Animation, Comedy, Family","$19,528,602",tt0465502,"$25,000,000.00 ","$30,000,000.00 "
The House Bunny,2008,5.5,"90,876",Comedy,"$48,237,389",tt0852713,"$25,000,000.00 ","$70,442,940.00 "
Cloverfield,2008,7.0,"423,196","Action, Horror, Sci-Fi","$80,048,433",tt1060277,"$25,000,000.00 ","$170,764,026.00 "
Taken,2008,7.7,"638,584","Action, Crime, Thriller","$145,000,989",tt0936501,"$25,000,000.00 ","$226,830,568.00 "
W.,2008,6.3,"50,200","Biography, Comedy, Drama","$25,534,493",tt1175491,"$25,100,000.00 ","$29,506,464.00 "
How to Lose Friends & Alienate People,2008,6.4,"70,985","Biography, Comedy, Drama","$2,778,752",tt0455538,"$27,000,000.00 ","$17,286,299.00 "
The Sisterhood of the Traveling Pants 2,2008,6.2,"30,849","Comedy, Drama, Romance","$44,089,964",tt1018785,"$27,000,000.00 ","$44,352,417.00 "
Pineapple Express,2008,6.9,"358,920","Action, Comedy, Crime","$87,341,380",tt0910936,"$27,000,000.00 ","$101,624,843.00 "
Role Models,2008,6.8,"241,977",Comedy,"$67,294,270",tt0430922,"$28,000,000.00 ","$92,380,927.00 "
Doomsday,2008,5.9,"80,092","Action, Sci-Fi, Thriller","$11,008,770",tt0483607,"$30,000,000.00 ","$22,211,426.00 "
Pride and Glory,2008,6.6,"63,510","Crime, Drama, Thriller","$15,740,721",tt0482572,"$30,000,000.00 ","$31,148,328.00 "
Baby Mama,2008,6.0,"47,626","Comedy, Romance","$60,494,212",tt0871426,"$30,000,000.00 ","$63,833,449.00 "
The X Files: I Want to Believe,2008,5.9,"94,275","Crime, Drama, Horror","$20,982,478",tt0443701,"$30,000,000.00 ","$68,369,434.00 "
Meet the Spartans,2008,2.8,"111,866","Comedy, Fantasy","$38,233,676",tt1073498,"$30,000,000.00 ","$84,646,831.00 "
Forgetting Sarah Marshall,2008,7.1,"304,097","Comedy, Drama, Romance","$63,172,463",tt0800039,"$30,000,000.00 ","$105,173,115.00 "
Transporter 3,2008,6.1,"177,915","Action, Adventure, Thriller","$31,715,062",tt1129442,"$30,000,000.00 ","$108,979,549.00 "
27 Dresses,2008,6.1,"176,239","Comedy, Romance","$76,808,654",tt0988595,"$30,000,000.00 ","$160,259,319.00 "
Defiance,2008,7.1,"156,117","Action, Drama, History","$28,644,813",tt1034303,"$32,000,000.00 ","$51,155,219.00 "
The Reader,2008,7.6,"261,135","Drama, Mystery, Romance","$34,194,407",tt0976051,"$32,000,000.00 ","$113,019,290.00 "
Gran Torino,2008,8.1,"819,741",Drama,"$148,095,302",tt1205489,"$33,000,000.00 ","$269,958,228.00 "
Superhero Movie,2008,4.7,"76,155","Action, Comedy, Sci-Fi","$25,881,068",tt0426592,"$35,000,000.00 ","$25,871,834.00 "
Untraceable,2008,6.2,"53,082","Crime, Mystery, Thriller","$28,687,835",tt0880578,"$35,000,000.00 ","$32,483,410.00 "
"Welcome Home, Roscoe Jenkins",2008,5.5,"15,847","Comedy, Romance","$42,436,517",tt0494652,"$35,000,000.00 ","$43,650,785.00 "
21,2008,6.8,"267,986","Crime, Drama, Thriller","$81,159,365",tt0478087,"$35,000,000.00 ","$69,823,199.00 "
Mirrors,2008,6.1,"114,289","Horror, Mystery","$30,691,439",tt0790686,"$35,000,000.00 ","$72,436,439.00 "
Revolutionary Road,2008,7.3,"225,869","Drama, Romance","$22,911,480",tt0959337,"$35,000,000.00 ","$75,225,693.00 "
Max Payne,2008,5.3,"130,444","Action, Crime, Drama","$40,689,393",tt0467197,"$35,000,000.00 ","$85,416,905.00 "
What Happens in Vegas,2008,6.1,"188,975","Comedy, Romance","$80,277,646",tt1033643,"$35,000,000.00 ","$170,000,000.00 "
Dark Planet,2008,5.1,"5,824","Action, Adventure, Sci-Fi",N/A,tt0972558,"$36,500,000.00 ","$21,834,845.00 "
Space Chimps,2008,4.5,"12,590","Animation, Adventure, Comedy","$30,105,968",tt0482603,"$37,000,000.00 ","$63,800,345.00 "
Nim's Island,2008,6.0,"37,053","Adventure, Family, Fantasy","$48,006,762",tt0410377,"$37,000,000.00 ","$100,076,342.00 "
Burn After Reading,2008,7.0,"355,026","Comedy, Crime, Drama","$60,355,347",tt0887883,"$37,000,000.00 ","$163,720,069.00 "
Twilight,2008,5.3,"490,314","Drama, Fantasy, Romance","$193,962,473",tt1099212,"$37,000,000.00 ","$392,616,625.00 "
The Children of Huang Shi,2008,7.0,"9,949","Drama, War","$1,031,872",tt0889588,"$40,000,000.00 ","$7,400,000.00 "
The Express,2008,7.2,"22,911","Biography, Drama, Sport","$9,793,406",tt0469903,"$40,000,000.00 ","$9,793,496.00 "
Made of Honor,2008,5.8,"76,303","Comedy, Romance","$46,012,734",tt0866439,"$40,000,000.00 ","$84,601,681.00 "
Vantage Point,2008,6.6,"154,331","Action, Crime, Drama","$72,266,306",tt0443274,"$40,000,000.00 ","$151,161,491.00 "
Ponyo,2008,7.6,"165,211","Animation, Adventure, Comedy","$15,743,471",tt0876563,"$41,677,699.00 ","$187,479,518.00 "
Miracle at St. Anna,2008,6.1,"19,235","Action, Drama, War","$7,919,117",tt1046997,"$45,000,000.00 ","$9,323,833.00 "
Bangkok Dangerous,2008,5.3,"58,458","Action, Crime, Thriller","$15,298,133",tt0814022,"$45,000,000.00 ","$42,487,390.00 "
Death Race,2008,6.4,"220,048","Action, Sci-Fi, Thriller","$36,316,032",tt0452608,"$45,000,000.00 ","$73,762,516.00 "
Journey to the Center of the Earth,2008,5.8,"132,673","Action, Adventure, Family","$101,704,370",tt0373051,"$45,000,000.00 ","$101,702,060.00 "
Outlander,2008,6.2,"78,911","Action, Adventure, Sci-Fi","$166,003",tt0462465,"$50,000,000.00 ","$7,033,683.00 "
Rambo,2008,7.0,"245,595","Action, Adventure, Thriller","$42,754,105",tt0462499,"$50,000,000.00 ","$113,244,290.00 "
Mamma Mia!,2008,6.5,"278,119","Comedy, Musical, Romance","$144,330,569",tt0795421,"$52,000,000.00 ","$609,841,637.00 "
City of Ember,2008,6.4,"70,042","Adventure, Drama, Family","$7,873,007",tt0970411,"$55,000,000.00 ","$17,869,048.00 "
Changeling,2008,7.7,"265,970","Biography, Crime, Drama","$35,739,802",tt0824747,"$55,000,000.00 ","$113,020,255.00 "
The Forbidden Kingdom,2008,6.5,"109,792","Action, Adventure, Fantasy","$52,075,270",tt0865556,"$55,000,000.00 ","$127,906,624.00 "
Seven Pounds,2008,7.6,"316,037","Drama, Mystery, Thriller","$69,951,824",tt0814314,"$55,000,000.00 ","$168,167,691.00 "
Leatherheads,2008,6.0,"33,521","Comedy, Drama, Romance","$31,373,938",tt0379865,"$58,000,000.00 ","$41,299,492.00 "
The Spirit,2008,4.7,"63,008","Action, Crime, Fantasy","$19,806,188",tt0831887,"$60,000,000.00 ","$39,031,337.00 "
Meet Dave,2008,5.1,"43,946","Adventure, Comedy, Family","$11,803,254",tt0765476,"$60,000,000.00 ","$50,650,079.00 "
The Tale of Despereaux,2008,6.1,"40,097","Animation, Adventure, Comedy","$50,877,145",tt0420238,"$60,000,000.00 ","$50,877,145.00 "
Inkheart,2008,6.1,"82,614","Adventure, Family, Fantasy","$17,303,424",tt0494238,"$60,000,000.00 ","$57,490,374.00 "
Righteous Kill,2008,6.0,"92,457","Crime, Mystery, Thriller","$40,081,410",tt1034331,"$60,000,000.00 ","$73,174,566.00 "
The Happening,2008,5.0,"217,224","Adventure, Drama, Sci-Fi","$64,506,874",tt0949731,"$60,000,000.00 ","$163,403,799.00 "
Marley & Me,2008,7.0,"168,734","Drama, Family","$143,153,751",tt0822832,"$60,000,000.00 ","$244,082,376.00 "
The Love Guru,2008,3.8,"55,134","Comedy, Romance, Sport","$32,235,793",tt0811138,"$62,000,000.00 ","$41,819,064.00 "
Step Brothers,2008,6.9,"320,780",Comedy,"$100,468,793",tt0838283,"$65,000,000.00 ","$128,107,642.00 "
Sex and the City,2008,5.7,"127,751","Comedy, Drama, Romance","$152,647,258",tt1000774,"$65,000,000.00 ","$415,252,786.00 "
Babylon A.D.,2008,5.5,"98,615","Action, Adventure, Sci-Fi","$22,532,572",tt0364970,"$70,000,000.00 ","$72,108,608.00 "
Fool's Gold,2008,5.7,"84,975","Action, Adventure, Comedy","$70,231,041",tt0770752,"$70,000,000.00 ","$111,231,041.00 "
Body of Lies,2008,7.0,"240,665","Action, Drama, Thriller","$39,394,666",tt0758774,"$70,000,000.00 ","$113,280,098.00 "
Yes Man,2008,6.8,"384,720","Comedy, Romance","$97,690,976",tt1068680,"$70,000,000.00 ","$225,990,978.00 "
Valkyrie,2008,7.1,"260,422","Drama, History, Thriller","$83,077,833",tt0985699,"$75,000,000.00 ","$200,276,000.00 "
Wanted,2008,6.7,"411,002","Action, Crime, Thriller","$134,508,551",tt0493464,"$75,000,000.00 ","$258,270,008.00 "
Four Christmases,2008,5.7,"80,975","Comedy, Drama, Romance","$120,146,040",tt0369436,"$80,000,000.00 ","$163,733,697.00 "
Eagle Eye,2008,6.6,"195,787","Action, Mystery, Thriller","$101,440,743",tt1059786,"$80,000,000.00 ","$178,066,569.00 "
Bedtime Stories,2008,6.0,"101,693","Adventure, Comedy, Family","$110,101,975",tt0960731,"$80,000,000.00 ","$212,874,442.00 "
Get Smart,2008,6.5,"229,764","Action, Adventure, Comedy","$130,319,208",tt0425061,"$80,000,000.00 ","$230,685,453.00 "
The Day the Earth Stood Still,2008,5.5,"179,459","Adventure, Drama, Sci-Fi","$79,366,978",tt0970416,"$80,000,000.00 ","$233,093,859.00 "
Red Cliff,2008,7.3,"48,624","Action, Adventure, Drama","$627,047",tt0425637,"$80,341,000.00 ","$127,814,609.00 "
Hellboy II: The Golden Army,2008,7.0,"287,214","Action, Adventure, Fantasy","$75,986,503",tt0411477,"$85,000,000.00 ","$160,388,063.00 "
Jumper,2008,6.1,"325,200","Action, Adventure, Sci-Fi","$80,172,128",tt0489099,"$85,000,000.00 ","$222,231,186.00 "
Horton Hears a Who!,2008,6.8,"151,189","Animation, Adventure, Comedy","$154,529,439",tt0451079,"$85,000,000.00 ","$297,138,014.00 "
The Spiderwick Chronicles,2008,6.5,"103,321","Action, Adventure, Drama","$71,195,053",tt0416236,"$90,000,000.00 ","$162,839,667.00 "
You Don't Mess with the Zohan,2008,5.6,"215,146","Action, Comedy","$100,018,837",tt0960144,"$90,000,000.00 ","$201,596,308.00 "
Tropic Thunder,2008,7.1,"451,366","Action, Comedy, War","$110,515,313",tt0942385,"$92,000,000.00 ","$188,072,649.00 "
Asterix at the Olympic Games,2008,5.2,"32,695","Adventure, Comedy, Family",N/A,tt0463872,"$97,250,400.00 ","$132,900,000.00 "
"10,000 BC",2008,5.1,"135,852","Action, Adventure, Drama","$94,784,201",tt0443649,"$105,000,000.00 ","$266,000,000.00 "
Speed Racer,2008,6.1,"78,811","Action, Adventure, Comedy","$43,945,766",tt0811080,"$120,000,000.00 ","$93,945,766.00 "
Australia,2008,6.6,"130,089","Adventure, Drama, Romance","$49,554,002",tt0455824,"$130,000,000.00 ","$49,554,002.00 "
Kung Fu Panda,2008,7.6,"528,738","Animation, Action, Adventure","$215,771,591",tt0441773,"$130,000,000.00 ","$631,744,560.00 "
Iron Man,2008,7.9,"1,133,129","Action, Adventure, Sci-Fi","$319,034,126",tt0371746,"$140,000,000.00 ","$585,174,222.00 "
The Mummy: Tomb of the Dragon Emperor,2008,5.2,"171,219","Action, Adventure, Fantasy","$102,491,776",tt0859163,"$145,000,000.00 ","$401,128,639.00 "
The Incredible Hulk,2008,6.6,"527,082","Action, Adventure, Sci-Fi","$134,806,913",tt0800080,"$150,000,000.00 ","$163,712,074.00 "
Bolt,2008,6.8,"230,470","Animation, Adventure, Comedy","$114,053,579",tt0397892,"$150,000,000.00 ","$309,979,994.00 "
The Curious Case of Benjamin Button,2008,7.8,"698,911","Drama, Fantasy, Romance","$127,509,326",tt0421715,"$150,000,000.00 ","$333,932,083.00 "
Madagascar: Escape 2 Africa,2008,6.6,"250,041","Animation, Adventure, Comedy","$180,010,950",tt0479952,"$150,000,000.00 ","$603,900,354.00 "
Hancock,2008,6.4,"514,456","Action, Comedy, Drama","$227,946,274",tt0448157,"$150,000,000.00 ","$624,029,371.00 "
WALL·E,2008,8.4,"1,210,308","Animation, Adventure, Family","$223,808,164",tt0910970,"$180,000,000.00 ","$521,311,860.00 "
Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,"493,770","Action, Adventure","$317,101,119",tt0367882,"$185,000,000.00 ","$786,636,033.00 "
The Dark Knight,2008,9.0,"2,896,249","Action, Crime, Drama","$534,987,076",tt0468569,"$185,000,000.00 ","$1,004,558,444.00 "
Quantum of Solace,2008,6.5,"473,391","Action, Adventure, Mystery","$168,368,427",tt0830515,"$200,000,000.00 ","$586,090,727.00 "
The Chronicles of Narnia: Prince Caspian,2008,6.5,"226,927","Action, Adventure, Family","$141,621,490",tt0499448,"$225,000,000.00 ","$419,651,413.00 "
Big Fan,2009,6.6,"9,893","Comedy, Crime, Drama","$234,540",tt1228953,"$250,000.00 ","$232,732.00 "
Mary and Max,2009,8.1,"187,527","Animation, Comedy, Drama",N/A,tt0978762,"$590,235.00 ","$1,725,381.00 "
Videocracy,2009,6.4,"1,904",Documentary,"$23,720",tt1500516,"$700,000.00 ","$1,179,676.00 "
The Disappearance of Alice Creed,2009,6.7,"27,669","Crime, Thriller","$166,980",tt1379177,"$800,000.00 ","$867,714.00 "
Dead Snow,2009,6.3,"70,230","Comedy, Fantasy, Horror","$46,742",tt1278340,"$800,000.00 ","$1,984,662.00 "
Paper Heart,2009,6.0,"8,608","Comedy, Drama, Romance","$1,274,062",tt1331064,"$1,000,000.00 ","$1,296,971.00 "
"Police, Adjective",2009,7.0,"5,305","Crime, Drama","$53,206",tt1337051,"$1,089,360.00 ","$48,298.00 "
Pontypool,2008,6.5,"35,708","Horror, Sci-Fi","$3,865",tt1226681,"$1,500,000.00 ","$32,000.00 "
Beautiful,2009,5.3,"1,770","Drama, Thriller",N/A,tt1170391,"$1,500,000.00 ","$56,000.00 "
The Girlfriend Experience,2009,5.5,"17,249",Drama,"$695,840",tt1103982,"$1,700,000.00 ","$1,007,962.00 "
Nefes: Vatan Sagolsun,2009,8.0,"35,248","Action, Drama, Thriller",N/A,tt1171701,"$2,000,000.00 ","$13,500,000.00 "
The Secret in Their Eyes,2009,8.2,"223,548","Drama, Mystery, Romance","$6,391,436",tt1305806,"$2,000,000.00 ","$33,965,843.00 "
Like Dandelion Dust,2009,7.0,"3,108",Drama,"$352,810",tt0981042,"$2,500,000.00 ","$352,810.00 "
Antikiller D.K.,2009,5.8,550,Action,N/A,tt1532261,"$2,500,000.00 ","$2,141,028.00 "
Black Dynamite,2009,7.4,"52,097","Action, Comedy","$242,578",tt1190536,"$2,900,000.00 ","$296,557.00 "
Arundhati,2009,7.4,"3,473","Horror, Mystery, Thriller",N/A,tt1361809,"$2,915,739.00 ","$14,000,000.00 "
Fish Tank,2009,7.3,"65,399",Drama,"$374,675",tt1232776,"$3,000,000.00 ","$2,357,852.00 "
99,2009,7.3,"3,114","Comedy, Crime, Drama",N/A,tt1370429,"$3,000,000.00 ","$6,600,000.00 "
Wake Up Sid,2009,7.6,"34,244","Comedy, Drama, Romance","$718,766",tt1324059,"$3,000,000.00 ","$11,000,000.00 "
Ayan,2009,7.6,"11,528","Action, Crime, Drama",N/A,tt1355546,"$3,230,939.00 ","$18,000,000.00 "
The Collector,2009,6.3,"72,707","Horror, Thriller","$7,712,114",tt0844479,"$3,400,000.00 ","$114,000,000.00 "
Defendor,2009,6.7,"37,581","Comedy, Crime, Drama","$44,462",tt1303828,"$3,500,000.00 ","$44,462.00 "
Hooked,2009,5.7,"1,850","Action, Drama, Sci-Fi",N/A,tt1532382,"$3,500,000.00 ","$3,704,408.00 "
No Love in the City,2009,5.8,"1,856","Comedy, Fantasy, Romance",N/A,tt1366687,"$3,500,000.00 ","$9,112,193.00 "
Saint John of Las Vegas,2009,5.6,"2,964","Comedy, Drama","$102,645",tt1276105,"$3,800,000.00 ","$111,731.00 "
The Double Hour,2009,6.6,"4,225","Crime, Drama, Mystery","$1,514,942",tt1379222,"$3,906,840.00 ","$4,300,000.00 "
S. Darko,2009,3.6,"14,519","Drama, Mystery, Sci-Fi",N/A,tt1231277,"$4,000,000.00 ","$4,100,000.00 "
The Girl Who Kicked the Hornet's Nest,2009,7.3,"74,835","Crime, Drama, Mystery","$5,190,196",tt1343097,"$4,000,000.00 ","$43,498,108.00 "
Life During Wartime,2009,6.4,"7,798","Comedy, Drama","$281,447",tt0808526,"$4,500,000.00 ","$744,816.00 "
Moon,2009,7.8,"378,571","Drama, Mystery, Sci-Fi","$5,010,163",tt1182345,"$5,000,000.00 ","$9,760,104.00 "
Mother,2009,7.7,"72,269","Crime, Drama, Mystery","$551,509",tt1216496,"$5,000,000.00 ","$17,112,713.00 "
High Security Vacation,2009,6.3,"3,502","Adventure, Comedy",N/A,tt1438463,"$5,000,000.00 ","$17,566,040.00 "
Soul Kitchen,2009,7.2,"40,549","Comedy, Drama","$276,901",tt1244668,"$5,000,000.00 ","$17,872,796.00 "
The Grudge 3,2009,4.6,"19,759","Horror, Mystery, Thriller",N/A,tt1053859,"$5,000,000.00 ","$38,610,009.00 "
[Rec]²,2009,6.5,"78,889","Horror, Thriller","$27,766",tt1245112,"$5,600,000.00 ","$18,469,680.00 "
Valhalla Rising,2009,6.0,"63,848","Action, Adventure, Drama","$30,638",tt0862467,"$5,641,880.00 ","$30,638.00 "
Cell 211,2009,7.6,"70,983","Action, Crime, Drama",N/A,tt1242422,"$5,700,000.00 ","$19,300,483.00 "
